130	2020-08-22 12:51:22.809600
130	2020-08-22 12:51:53.887101
130	2020-08-22 12:52:25.002904
130	2020-08-22 12:52:56.103049
130	2020-08-22 12:53:27.627813
130	2020-08-22 12:53:58.750594
130	2020-08-22 12:54:29.913742
130	2020-08-22 12:55:01.396599
130	2020-08-22 12:55:32.505679
130	2020-08-22 12:56:03.985746
130	2020-08-22 12:56:35.478406
130	2020-08-22 12:57:06.592597
130	2020-08-22 12:57:37.705438
130	2020-08-22 12:58:09.853240
130	2020-08-22 12:58:41.143898
130	2020-08-22 12:59:12.555022
130	2020-08-22 12:59:44.336778
130	2020-08-22 13:00:15.475053
130	2020-08-22 13:00:46.603178
130	2020-08-22 13:01:17.675207
130	2020-08-22 13:01:48.950917
130	2020-08-22 13:02:20.064268
130	2020-08-22 13:02:51.200471
130	2020-08-22 13:03:22.315228
130	2020-08-22 13:03:53.407203
130	2020-08-22 13:04:24.892237
130	2020-08-22 13:04:56.381451
130	2020-08-22 13:05:27.814091
130	2020-08-22 13:05:59.297540
130	2020-08-22 13:06:30.692397
130	2020-08-22 13:07:01.836387
130	2020-08-22 13:07:32.964498
130	2020-08-22 13:08:04.316634
130	2020-08-22 13:08:35.517170
130	2020-08-22 13:09:07.635733
130	2020-08-22 13:09:38.877607
130	2020-08-22 13:10:10.669031
130	2020-08-22 13:10:42.238805
130	2020-08-22 13:11:13.361005
130	2020-08-22 13:11:44.549675
130	2020-08-22 13:12:15.753838
130	2020-08-22 13:12:46.925178
130	2020-08-22 13:13:18.059094
130	2020-08-22 13:13:49.258593
130	2020-08-22 13:14:20.401612
130	2020-08-22 13:14:51.620889
130	2020-08-22 13:15:22.865386
130	2020-08-22 13:15:54.036395
130	2020-08-22 13:16:25.260994
130	2020-08-22 13:16:56.739602
130	2020-08-22 13:17:27.909801
130	2020-08-22 13:17:59.458100
130	2020-08-22 13:18:30.954109
130	2020-08-22 13:19:03.366112
130	2020-08-22 13:19:34.666500
130	2020-08-22 13:20:06.228802
130	2020-08-22 13:20:37.320815
130	2020-08-22 13:21:08.481549
130	2020-08-22 13:21:39.957350
130	2020-08-22 13:22:12.317407
130	2020-08-22 13:22:43.512699
130	2020-08-22 13:23:15.006712
130	2020-08-22 13:23:46.474429
130	2020-08-22 13:24:17.999968
130	2020-08-22 13:24:49.474327
130	2020-08-22 13:25:20.931651
130	2020-08-22 13:25:52.546886
130	2020-08-22 13:26:23.722407
130	2020-08-22 13:26:55.160490
130	2020-08-22 13:27:26.335938
130	2020-08-22 13:27:57.419561
130	2020-08-22 13:28:28.901740
130	2020-08-22 13:28:59.999160
130	2020-08-22 13:29:31.434232
130	2020-08-22 13:30:02.553840
130	2020-08-22 13:30:34.049824
130	2020-08-22 13:31:06.598720
130	2020-08-22 13:31:37.923894
130	2020-08-22 13:32:09.540928
130	2020-08-22 13:32:41.153678
130	2020-08-22 13:33:12.678353
130	2020-08-22 13:33:43.938336
130	2020-08-22 13:34:15.413804
130	2020-08-22 13:34:46.887490
130	2020-08-22 13:35:18.085469
130	2020-08-22 13:35:49.612990
130	2020-08-22 13:36:20.695569
130	2020-08-22 13:36:52.435729
130	2020-08-22 13:37:23.650081
130	2020-08-22 13:37:54.814289
130	2020-08-22 13:38:26.269487
130	2020-08-22 13:38:57.795379
130	2020-08-22 13:39:29.029830
130	2020-08-22 13:40:00.934971
130	2020-08-22 13:40:32.479855
130	2020-08-22 13:41:03.682418
130	2020-08-22 13:41:34.936895
130	2020-08-22 13:42:06.076367
130	2020-08-22 13:42:37.687372
130	2020-08-22 13:43:08.866327
130	2020-08-22 13:43:40.393629
130	2020-08-22 13:44:11.561746
130	2020-08-22 13:44:42.674847
130	2020-08-22 13:45:14.217032
130	2020-08-22 13:45:45.350518
130	2020-08-22 13:46:16.557847
130	2020-08-22 13:46:48.138367
130	2020-08-22 13:47:19.262646
130	2020-08-22 13:47:50.753279
130	2020-08-22 13:48:21.946323
130	2020-08-22 13:48:53.451700
130	2020-08-22 13:49:24.564899
130	2020-08-22 13:49:56.086763
130	2020-08-22 13:50:27.363464
130	2020-08-22 13:50:58.844597
130	2020-08-22 13:51:30.466550
130	2020-08-22 13:52:01.698190
130	2020-08-22 13:52:32.811178
130	2020-08-22 13:53:04.346753
